c4d_141018_061008_ooi_r_ls10_chip25-S2.fits 9.270809080 +0.832902122 56948.253853835 2013_RN30
c4d_141018_062606_ooi_r_ls10_chip32-N2.fits 9.270071898 +0.832420976 56948.264904571 2013_RN30
c4d_141018_064159_ooi_r_ls10_chip25-S2.fits 9.269334108 +0.831938794 56948.275979908 2013_RN30
