c4d_141018_043456_ooi_g_ls10_chip25-S2.fits 9.275255599 +0.835793781 56948.187454731 2013_RN30
c4d_141018_044343_ooi_g_ls10_chip25-S2.fits 9.274845511 +0.835527659 56948.193564473 2013_RN30
c4d_141018_050120_ooi_g_ls10_chip32-N2.fits 9.274024736 +0.834994760 56948.205799597 2013_RN30
c4d_141018_051006_ooi_g_ls10_chip32-N2.fits 9.273615541 +0.834728932 56948.211903197 2013_RN30
c4d_141018_051855_ooi_g_ls10_chip32-N2.fits 9.273205622 +0.834462517 56948.218020474 2013_RN30
c4d_141018_053632_ooi_g_ls10_chip25-S2.fits 9.272386057 +0.833929479 56948.230260458 2013_RN30
