c4d_141018_071029_ooi_i_ls11_chip25-S2.fits 9.267979603 +0.831051729 56948.296357236 2013_RN30
c4d_141018_072306_ooi_i_ls11_chip25-S2.fits 9.267399304 +0.830670911 56948.305106149 2013_RN30
